Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Demand_Supply_Ratio,Demand_Supply_Difference,Cost_per_Minute,Possible_Surge_Condition
94,67,Suburban,Silver,34,4.64,Night,Premium,64,231.3263184773236,1.4029850746268657,27,3.6144737262081814,False
83,18,Urban,Gold,12,4.98,Morning,Economy,81,286.40929438543196,4.611111111111111,65,3.5359172146349627,True
34,9,Urban,Silver,65,4.69,Afternoon,Premium,107,508.7118174567975,3.7777777777777777,25,4.754316050998107,False
32,6,Rural,Gold,75,4.47,Morning,Premium,154,721.7212691270341,5.333333333333333,26,4.686501747578144,True
22,7,Urban,Gold,15,3.53,Evening,Premium,180,552.2693747461685,3.142857142857143,15,3.0681631930342697,False
49,20,Rural,Silver,52,4.74,Afternoon,Premium,162,510.62689141008207,2.45,29,3.152017848210383,False
61,38,Urban,Silver,95,3.5,Night,Economy,164,415.9794524398186,1.605263157894737,23,2.5364600758525526,False
21,9,Urban,Gold,48,4.4,Afternoon,Premium,152,660.0597080304599,2.3333333333333335,12,4.342498079147762,False
40,18,Urban,Silver,16,4.59,Afternoon,Premium,157,644.0445755475266,2.2222222222222223,22,4.10219474871036,False
22,6,Urban,Silver,82,4.3,Morning,Premium,172,710.884313751738,3.6666666666666665,16,4.133048335765919,False
34,11,Suburban,Gold,66,4.59,Morning,Economy,134,478.20015364109577,3.090909090909091,23,3.568657862993252,False
56,31,Rural,Silver,9,4.79,Afternoon,Premium,167,744.4180991800615,1.8064516129032258,25,4.4575934082638415,False
93,36,Urban,Gold,60,4.63,Afternoon,Economy,111,478.7697584495512,2.5833333333333335,57,4.313241067113074,False
38,9,Suburban,Gold,57,4.26,Morning,Premium,16,104.0560727191975,4.222222222222222,29,6.503504544949844,True
76,26,Suburban,Silver,74,4.18,Evening,Premium,159,486.18392763702786,2.923076923076923,50,3.0577605511762758,False
47,24,Suburban,Silver,11,3.62,Night,Premium,148,657.0936874279021,1.9583333333333333,23,4.439822212350689,False
64,10,Urban,Silver,62,4.98,Evening,Economy,38,96.3007413779792,6.4,54,2.5342300362626102,True
56,10,Rural,Gold,28,3.8,Afternoon,Economy,144,609.9082747031204,5.6,46,4.23547412988278,True
44,25,Rural,Silver,32,4.43,Night,Premium,154,502.1012063441772,1.76,19,3.2603974437933587,False
34,6,Rural,Regular,11,3.75,Morning,Economy,179,465.719058488387,5.666666666666667,28,2.6017824496557935,True
45,18,Suburban,Silver,70,3.84,Night,Economy,122,308.43591786214927,2.5,27,2.528163261165158,False
31,7,Rural,Regular,22,4.88,Afternoon,Premium,172,806.0212701919081,4.428571428571429,24,4.6861701755343494,True
95,28,Rural,Regular,34,4.48,Evening,Economy,163,576.9675719994219,3.392857142857143,67,3.5396783558246745,False
82,59,Rural,Regular,39,3.5,Night,Premium,67,284.2944207006542,1.3898305084745763,23,4.243200308964988,False
95,38,Urban,Silver,39,3.71,Afternoon,Premium,97,478.3662772118347,2.5,57,4.931611105276646,False
27,12,Suburban,Silver,1,4.93,Evening,Economy,41,119.4823999754907,2.25,15,2.9142048774509925,False
94,23,Suburban,Regular,71,4.15,Night,Premium,154,532.5097779421501,4.086956521739131,71,3.4578557009230524,True
66,15,Urban,Silver,88,4.21,Evening,Premium,65,291.9008795114952,4.4,51,4.490782761715311,True
40,6,Rural,Gold,37,4.75,Afternoon,Premium,148,707.8553931548287,6.666666666666667,34,4.782806710505599,True
56,27,Suburban,Silver,62,4.74,Evening,Premium,129,435.7154538108565,2.074074074074074,29,3.377639176828345,False
54,6,Suburban,Gold,48,4.26,Morning,Economy,154,504.0841142440527,9.0,48,3.2732734691172256,True
46,15,Suburban,Silver,96,4.69,Morning,Premium,116,497.3770093020007,3.066666666666667,31,4.287732838810351,False
65,16,Suburban,Silver,82,3.62,Evening,Premium,146,460.8002858653508,4.0625,49,3.1561663415434986,True
96,48,Urban,Gold,11,4.19,Night,Economy,79,272.4960775620536,2.0,48,3.4493174374943494,False
47,9,Suburban,Gold,88,4.06,Night,Economy,93,246.9535423209308,5.222222222222222,38,2.655414433558396,True
20,7,Urban,Silver,55,4.43,Night,Economy,153,482.7422075016093,2.857142857142857,13,3.155177826807904,False
94,57,Suburban,Regular,13,4.04,Afternoon,Economy,60,205.495759583372,1.6491228070175439,37,3.4249293263895333,False
52,30,Suburban,Silver,25,3.67,Night,Economy,142,531.6062153403296,1.7333333333333334,22,3.7437057418333075,False
71,6,Suburban,Gold,48,4.05,Afternoon,Economy,157,550.9983736824666,11.833333333333334,65,3.509543781416985,True
46,8,Rural,Gold,39,3.97,Evening,Premium,123,396.9586997774456,5.75,38,3.2273065022556553,True
53,40,Urban,Regular,13,3.79,Night,Economy,118,318.2115758092651,1.325,13,2.6967082695700433,False
26,11,Urban,Regular,97,3.64,Morning,Economy,141,427.05506120680275,2.3636363636363638,15,3.0287592993390264,False
100,46,Suburban,Gold,74,3.74,Afternoon,Economy,171,448.31285347772814,2.1739130434782608,54,2.6217125934370067,False
74,38,Urban,Regular,95,5.0,Evening,Economy,167,455.4083398759809,1.9473684210526316,36,2.7269960471615624,False
53,5,Rural,Gold,100,4.46,Night,Premium,33,179.17081970350634,10.6,48,5.4294187788941315,True
75,63,Urban,Gold,24,4.18,Afternoon,Economy,29,104.18588264010208,1.1904761904761905,12,3.592616642762141,False
44,9,Suburban,Regular,54,4.2,Morning,Premium,13,91.67748868757226,4.888888888888889,35,7.052114514428636,True
76,60,Suburban,Regular,81,3.6,Evening,Premium,72,264.08573637935564,1.2666666666666666,16,3.6678574497132725,False
88,18,Suburban,Silver,80,4.83,Evening,Economy,109,424.65693227127065,4.888888888888889,70,3.895935158452024,True
54,35,Rural,Gold,95,4.98,Evening,Premium,61,218.9504185416184,1.542857142857143,19,3.5893511236330884,False
49,30,Urban,Regular,7,3.97,Afternoon,Premium,77,248.17033364227856,1.6333333333333333,19,3.2229913460036177,False
25,8,Urban,Silver,11,4.0,Afternoon,Economy,109,422.4367392307234,3.125,17,3.875566414960765,False
36,18,Suburban,Gold,15,4.21,Afternoon,Economy,86,280.5240756909656,2.0,18,3.261907856871693,False
42,25,Suburban,Silver,44,4.99,Morning,Premium,122,565.9834811108678,1.68,17,4.639208861564491,False
29,14,Rural,Gold,2,4.69,Night,Premium,180,828.2131345744126,2.0714285714285716,15,4.601184080968959,False
52,16,Urban,Silver,63,4.13,Morning,Economy,49,132.84680584297232,3.25,36,2.7111593029178023,False
37,6,Rural,Gold,59,4.73,Evening,Economy,20,86.17345483820148,6.166666666666667,31,4.308672741910074,True
91,17,Rural,Gold,21,4.84,Afternoon,Premium,149,545.3868063047398,5.352941176470588,74,3.6603141362734215,True
29,8,Rural,Silver,79,4.26,Morning,Premium,133,531.0619846358322,3.625,21,3.9929472529009944,False
62,45,Rural,Regular,87,4.74,Afternoon,Premium,20,108.6023564641184,1.3777777777777778,17,5.43011782320592,False
69,7,Urban,Regular,51,4.56,Afternoon,Premium,103,462.66304412150464,9.857142857142858,62,4.491874214771889,True
32,14,Suburban,Silver,80,3.56,Afternoon,Premium,80,254.9510771161675,2.2857142857142856,18,3.186888463952094,False
78,31,Urban,Gold,6,3.78,Evening,Premium,64,271.0126649576171,2.5161290322580645,47,4.2345728899627675,False
53,10,Rural,Silver,10,3.58,Evening,Economy,168,424.48842846396354,5.3,43,2.526716836095021,True
60,50,Suburban,Silver,54,4.57,Afternoon,Premium,38,151.77728650517233,1.2,10,3.9941391185571664,False
97,58,Urban,Gold,1,4.11,Morning,Premium,83,383.07490640970946,1.6724137931034482,39,4.61536031818927,False
87,77,Urban,Gold,12,3.56,Night,Premium,11,97.78450586126137,1.12987012987013,10,8.889500532841943,False
74,20,Rural,Silver,68,4.36,Night,Economy,32,119.59407325541466,3.7,54,3.737314789231708,False
90,58,Urban,Gold,1,4.7,Afternoon,Premium,21,126.57277068445282,1.5517241379310345,32,6.027274794497753,False
21,8,Rural,Regular,69,4.24,Afternoon,Premium,176,829.5343798843528,2.625,13,4.713263522070187,False
70,35,Urban,Silver,35,4.9,Night,Premium,108,418.815349545453,2.0,35,3.877919903198639,False
37,7,Suburban,Regular,1,3.92,Evening,Economy,62,233.21310275336953,5.285714285714286,30,3.7615016573124116,True
30,11,Rural,Gold,93,3.56,Night,Premium,155,701.141472496938,2.727272727272727,19,4.523493370947987,False
64,22,Urban,Regular,26,4.24,Evening,Premium,115,388.72966746525947,2.909090909090909,42,3.380257977958778,False
40,23,Urban,Silver,6,3.96,Night,Economy,178,528.60807288888,1.7391304347826086,17,2.9697082746566292,False
28,18,Urban,Gold,100,3.62,Afternoon,Premium,92,382.03843862699455,1.5555555555555556,10,4.152591724206462,False
85,19,Rural,Gold,17,3.69,Morning,Economy,164,587.331264277609,4.473684210526316,66,3.581288196814689,True
92,77,Urban,Gold,100,4.26,Night,Economy,47,167.7398193291184,1.1948051948051948,15,3.5689323261514554,False
93,56,Suburban,Regular,56,4.65,Evening,Premium,86,304.8360144837103,1.6607142857142858,37,3.544604819578027,False
36,25,Rural,Regular,26,3.57,Afternoon,Economy,122,354.1540979676975,1.44,11,2.9029024423581764,False
94,50,Suburban,Regular,88,4.95,Night,Premium,49,250.4603273046531,1.88,44,5.11143525111537,False
27,8,Rural,Gold,48,4.18,Afternoon,Economy,167,495.2197782062817,3.375,19,2.9653878934507887,False
86,41,Rural,Regular,96,4.5,Morning,Premium,68,301.5483736351267,2.097560975609756,45,4.434534906398922,False
22,11,Rural,Regular,39,4.63,Evening,Economy,101,433.03454356764814,2.0,11,4.287470728392556,False
95,56,Rural,Silver,86,3.79,Morning,Premium,147,671.4712089285143,1.6964285714285714,39,4.567831353255199,False
99,89,Urban,Silver,63,4.84,Afternoon,Economy,16,49.71329085631081,1.1123595505617978,10,3.107080678519426,False
22,8,Rural,Regular,4,4.84,Morning,Economy,122,408.12976999912195,2.75,14,3.34532598359936,False
100,85,Suburban,Silver,59,4.46,Evening,Economy,110,329.4837131421355,1.1764705882352942,15,2.9953064831103227,False
61,38,Rural,Silver,100,4.34,Evening,Premium,78,383.3178042225475,1.605263157894737,23,4.914330823365994,False
33,18,Suburban,Gold,7,4.01,Night,Economy,105,313.06815696851334,1.8333333333333333,15,2.9816014949382224,False
39,22,Rural,Gold,63,3.87,Evening,Premium,170,706.6896358975697,1.7727272727272727,17,4.156997858220998,False
37,5,Urban,Silver,75,3.88,Evening,Premium,26,142.6153122038585,7.4,32,5.48520431553302,True
95,53,Suburban,Silver,6,4.01,Afternoon,Premium,158,708.8224028092762,1.7924528301886793,42,4.486217739299216,False
28,6,Suburban,Gold,54,4.03,Afternoon,Premium,168,593.065918046481,4.666666666666667,22,3.5301542740861964,True
66,17,Urban,Gold,84,4.47,Night,Economy,139,604.3834014812801,3.8823529411764706,49,4.348082025045181,True
60,11,Suburban,Gold,18,4.29,Evening,Economy,26,100.2582627032478,5.454545454545454,49,3.856087027047992,True
94,34,Suburban,Gold,99,4.54,Afternoon,Premium,155,685.7612504810801,2.764705882352941,60,4.424266132136,False
63,12,Urban,Silver,54,4.47,Evening,Premium,140,446.41301231617626,5.25,51,3.1886643736869735,True
38,8,Suburban,Silver,59,4.44,Night,Premium,75,291.107936848218,4.75,30,3.88143915797624,True
35,21,Suburban,Silver,13,4.14,Morning,Premium,36,193.64239387562827,1.6666666666666667,14,5.378955385434119,False
83,64,Suburban,Gold,78,4.01,Evening,Economy,109,304.52612995371493,1.296875,19,2.7938177059973848,False
62,14,Rural,Silver,33,4.23,Morning,Premium,85,386.8349332947659,4.428571428571429,48,4.55099921523254,True
88,48,Urban,Gold,52,4.52,Night,Economy,92,230.83258579661484,1.8333333333333333,40,2.5090498456153787,False
68,11,Rural,Silver,89,3.66,Evening,Economy,93,333.9106726820272,6.181818181818182,57,3.590437340666959,True
84,64,Urban,Regular,34,4.13,Evening,Premium,99,353.8098038704909,1.3125,20,3.573836402732231,False
40,10,Urban,Regular,60,3.87,Night,Premium,79,293.19813425701705,4.0,30,3.711368788063507,True
93,20,Urban,Regular,38,4.78,Afternoon,Premium,144,447.0830688438079,4.65,73,3.1047435336375546,True
57,44,Urban,Gold,78,3.53,Evening,Economy,153,584.888884974888,1.2954545454545454,13,3.82280316977051,False
67,16,Suburban,Gold,24,4.52,Evening,Premium,150,488.1872511532145,4.1875,51,3.2545816743547635,True
68,16,Urban,Silver,91,4.49,Night,Economy,77,246.7577555097292,4.25,52,3.2046461754510287,True
38,22,Urban,Gold,60,3.6,Morning,Premium,104,312.1731588463509,1.7272727272727273,16,3.00166498890722,False
49,28,Urban,Silver,61,3.9,Evening,Premium,172,576.281119337865,1.75,21,3.3504716240573544,False
98,59,Urban,Regular,55,4.6,Morning,Economy,100,381.391205400882,1.6610169491525424,39,3.81391205400882,False
47,9,Suburban,Gold,38,4.06,Morning,Economy,141,543.7702542024564,5.222222222222222,38,3.856526625549336,True
27,11,Urban,Regular,97,4.78,Evening,Premium,137,472.5224037960476,2.4545454545454546,16,3.449068640847063,False
59,29,Urban,Regular,68,4.4,Night,Premium,88,286.05897011629656,2.0344827586206895,30,3.2506701149579156,False
56,20,Urban,Regular,74,4.05,Evening,Economy,25,88.95619552388446,2.8,36,3.5582478209553785,False
50,39,Urban,Gold,62,3.95,Morning,Premium,135,646.9811778631195,1.2820512820512822,11,4.79245316935644,False
93,37,Urban,Gold,37,4.75,Night,Economy,76,292.9246564000302,2.5135135135135136,56,3.8542717947372394,False
46,22,Rural,Regular,97,3.51,Morning,Economy,100,395.769846813748,2.090909090909091,24,3.95769846813748,False
56,19,Suburban,Silver,16,4.46,Evening,Premium,86,279.6798100890559,2.9473684210526314,37,3.252090814989022,False
37,16,Suburban,Gold,8,4.5,Evening,Economy,46,192.50297743378897,2.3125,21,4.184847335517151,False
85,58,Urban,Regular,85,4.1,Night,Premium,92,351.77029329216225,1.4655172413793103,27,3.8235901444800247,False
27,7,Urban,Regular,89,3.6,Morning,Premium,120,555.4019371049674,3.857142857142857,20,4.628349475874728,True
44,16,Rural,Silver,31,3.96,Night,Premium,122,395.3781570382596,2.75,28,3.2408045658873736,False
75,51,Suburban,Regular,68,3.65,Afternoon,Premium,66,261.5103067801241,1.4705882352941178,24,3.9622773754564258,False
21,11,Urban,Gold,46,3.84,Morning,Economy,103,397.5648404411393,1.9090909090909092,10,3.8598528198168864,False
42,29,Suburban,Silver,67,4.59,Morning,Premium,153,735.2764383329761,1.4482758620689655,13,4.805728355117491,False
25,15,Suburban,Silver,100,4.9,Night,Premium,94,289.4570095389695,1.6666666666666667,10,3.0793298887124414,False
67,46,Suburban,Regular,92,4.72,Morning,Economy,32,97.6750013649232,1.4565217391304348,21,3.05234379265385,False
29,6,Suburban,Silver,24,4.37,Afternoon,Economy,50,197.46392160702553,4.833333333333333,23,3.9492784321405106,True
100,70,Urban,Gold,42,4.9,Night,Premium,167,762.8822843495781,1.4285714285714286,30,4.5681573913148386,False
37,10,Suburban,Gold,27,4.26,Afternoon,Economy,143,512.44939271165,3.7,27,3.5835621867947554,False
31,14,Urban,Gold,37,4.3,Night,Premium,103,484.4661863877365,2.2142857142857144,17,4.703555207647927,False
49,12,Suburban,Silver,30,4.37,Afternoon,Premium,84,353.01840875622844,4.083333333333333,37,4.2026001042408145,True
42,19,Rural,Regular,56,4.84,Evening,Premium,144,539.7316715337728,2.210526315789474,23,3.748136607873422,False
61,5,Rural,Regular,48,4.15,Morning,Economy,29,114.16365482248573,12.2,56,3.9366777524995076,True
24,7,Suburban,Gold,85,4.36,Night,Economy,169,521.4080460440558,3.4285714285714284,17,3.085254710319857,False
20,10,Rural,Regular,18,4.28,Evening,Premium,123,450.3878805106937,2.0,10,3.6616900854527943,False
22,9,Urban,Silver,36,4.51,Evening,Premium,10,82.69156896202661,2.4444444444444446,13,8.269156896202661,False
98,87,Suburban,Regular,59,4.26,Afternoon,Economy,13,34.57409278115731,1.1264367816091954,11,2.6595455985505625,False
30,14,Urban,Silver,64,4.45,Afternoon,Economy,147,535.1718879088473,2.142857142857143,16,3.640625087815288,False
32,13,Urban,Regular,75,4.56,Evening,Premium,111,333.4011668412356,2.4615384615384617,19,3.003614115686807,False
22,12,Urban,Silver,49,4.88,Night,Premium,35,179.8388198801664,1.8333333333333333,10,5.138251996576183,False
62,8,Urban,Silver,13,4.2,Night,Premium,65,241.9912178461052,7.75,54,3.722941813017003,True
51,27,Urban,Gold,8,4.31,Night,Economy,92,369.3803924019288,1.8888888888888888,24,4.015004265238357,False
85,74,Suburban,Regular,82,3.92,Evening,Premium,177,704.3001292247022,1.1486486486486487,11,3.9790967752808037,False
28,9,Urban,Silver,26,3.95,Night,Premium,114,466.9720738288303,3.111111111111111,19,4.096246261656406,False
93,70,Suburban,Silver,21,3.81,Evening,Economy,12,41.12164471941277,1.3285714285714285,23,3.426803726617731,False
36,9,Suburban,Silver,53,4.46,Night,Premium,127,404.02979977887577,4.0,27,3.18133700613288,True
80,22,Rural,Gold,17,4.4,Morning,Economy,141,423.75441798529033,3.6363636363636362,58,3.0053504821651797,False
60,24,Rural,Regular,18,4.16,Morning,Premium,45,165.72466245477892,2.5,36,3.6827702767728647,False
97,45,Urban,Silver,90,3.71,Morning,Premium,151,578.8213877560842,2.1555555555555554,52,3.833254223550226,False
53,14,Suburban,Silver,24,3.99,Afternoon,Premium,161,707.4493979183783,3.7857142857142856,39,4.394095639244585,False
79,22,Rural,Silver,53,3.96,Evening,Premium,126,542.8095730212775,3.590909090909091,57,4.308012484295853,False
44,24,Urban,Silver,55,4.08,Afternoon,Premium,137,513.9900766589533,1.8333333333333333,20,3.7517523843719216,False
34,12,Suburban,Regular,3,4.83,Night,Premium,62,298.3556200090825,2.8333333333333335,22,4.81218741950133,False
55,12,Urban,Silver,96,4.66,Morning,Premium,48,183.2701656673754,4.583333333333333,43,3.818128451403654,True
49,29,Suburban,Regular,35,4.8,Evening,Premium,160,468.3069201504469,1.6896551724137931,20,2.926918250940293,False
72,54,Rural,Regular,68,3.85,Afternoon,Economy,74,220.4983368386397,1.3333333333333333,18,2.979707254576212,False
72,27,Urban,Gold,76,3.97,Morning,Premium,70,265.94661511348426,2.6666666666666665,45,3.799237358764061,False
99,6,Suburban,Gold,49,4.32,Afternoon,Economy,113,311.4894374116108,16.5,93,2.7565436939080605,True
21,10,Rural,Regular,22,4.42,Morning,Economy,151,647.8477765247827,2.1,11,4.290382625991938,False
50,25,Urban,Silver,89,4.74,Afternoon,Economy,107,383.9141419544756,2.0,25,3.587982635088557,False
61,35,Rural,Silver,4,4.77,Morning,Premium,115,557.916185756397,1.7428571428571429,26,4.851445093533887,False
24,5,Rural,Silver,57,4.96,Night,Premium,70,228.7960083986281,4.8,19,3.268514405694687,True
31,17,Rural,Silver,71,4.46,Evening,Premium,55,237.76862211931405,1.8235294117647058,14,4.323065856714801,False
35,20,Suburban,Regular,62,3.55,Afternoon,Economy,117,297.0874038526085,1.75,15,2.5392085799368247,False
74,30,Urban,Regular,97,3.9,Evening,Economy,179,794.3231511066332,2.466666666666667,44,4.4375595033890125,False
94,61,Urban,Regular,12,4.95,Evening,Premium,133,563.8497971641384,1.540983606557377,33,4.23947215912886,False
44,11,Rural,Silver,31,3.92,Afternoon,Premium,110,339.2870734791633,4.0,33,3.0844279407196664,True
84,37,Urban,Gold,3,3.83,Evening,Premium,69,248.94765537056492,2.27027027027027,47,3.6079370343560133,False
27,12,Suburban,Regular,39,4.51,Morning,Premium,55,279.2686999169939,2.25,15,5.077612725763526,False
59,36,Suburban,Regular,43,3.74,Evening,Premium,25,145.04223833476908,1.6388888888888888,23,5.801689533390763,False
82,20,Urban,Regular,59,3.99,Night,Premium,45,241.8259564507362,4.1,62,5.373910143349693,True
24,10,Urban,Gold,24,4.09,Morning,Premium,97,430.60985477056624,2.4,14,4.439276853304807,False
84,67,Suburban,Regular,48,4.87,Night,Economy,81,219.99370680056552,1.2537313432835822,17,2.7159716888958707,False
52,9,Suburban,Regular,24,4.19,Morning,Economy,102,366.7282586383836,5.777777777777778,43,3.595375084690035,True
38,12,Rural,Silver,44,4.85,Evening,Economy,110,356.8814026432877,3.1666666666666665,26,3.2443763876662515,False
26,12,Urban,Regular,80,4.27,Afternoon,Economy,134,441.4714772887345,2.1666666666666665,14,3.2945632633487647,False
61,39,Suburban,Regular,82,4.49,Morning,Premium,46,230.1431447581205,1.564102564102564,22,5.003111842567837,False
87,41,Rural,Gold,97,4.27,Afternoon,Premium,37,158.89198003545,2.1219512195121952,46,4.2943778387959455,False
98,46,Suburban,Gold,55,4.71,Evening,Economy,173,766.9193242115463,2.130434782608696,52,4.433059677523389,False
24,13,Urban,Silver,54,4.09,Morning,Economy,161,466.7229822330101,1.8461538461538463,11,2.898900510764038,False
44,8,Urban,Gold,43,3.82,Night,Economy,86,233.50662384935427,5.5,36,2.715193300573887,True
71,59,Urban,Regular,71,4.47,Evening,Economy,31,104.1037337805616,1.2033898305084745,12,3.3581849606632774,False
91,59,Urban,Silver,68,4.77,Night,Economy,15,38.33576819209958,1.5423728813559323,32,2.5557178794733053,False
32,14,Urban,Gold,75,4.49,Night,Economy,177,761.0167600703148,2.2857142857142856,18,4.299529717911383,False
79,24,Urban,Silver,0,4.26,Evening,Economy,82,284.8625062809567,3.2916666666666665,55,3.4739330034263016,False
73,27,Urban,Regular,55,4.27,Morning,Premium,50,216.06019585156733,2.7037037037037037,46,4.3212039170313465,False
32,16,Rural,Silver,80,4.78,Morning,Economy,11,39.37370119886104,2.0,16,3.5794273817146403,False
22,10,Rural,Silver,5,4.44,Morning,Premium,129,471.7821019342959,2.2,12,3.6572255963898908,False
35,19,Urban,Silver,45,4.99,Afternoon,Economy,159,508.6730024657942,1.8421052631578947,16,3.199201273369775,False
24,10,Suburban,Regular,79,4.3,Night,Economy,24,95.11851081754354,2.4,14,3.963271284064314,False
67,31,Rural,Gold,64,3.62,Night,Economy,169,735.1444900755255,2.161290322580645,36,4.3499673968966,False
100,73,Urban,Silver,95,3.98,Night,Premium,100,456.60307303079816,1.36986301369863,27,4.566030730307982,False
66,16,Urban,Silver,94,4.52,Morning,Economy,34,122.24187517858556,4.125,50,3.595349269958399,True
96,36,Urban,Regular,57,4.06,Evening,Premium,139,599.8171406236374,2.6666666666666665,60,4.315231227508183,False
60,8,Urban,Regular,68,4.84,Morning,Premium,144,438.5186068324803,7.5,52,3.0452681030033357,True
92,31,Rural,Silver,54,3.91,Night,Premium,148,516.1330392078827,2.967741935483871,61,3.4873854000532614,False
92,49,Urban,Silver,9,4.23,Evening,Premium,89,397.4831040703401,1.8775510204081634,43,4.46610229292517,False
56,37,Urban,Silver,27,4.12,Afternoon,Premium,68,317.8400260939533,1.5135135135135136,19,4.674118030793431,False
88,71,Rural,Regular,42,4.87,Afternoon,Premium,109,330.78364034759613,1.2394366197183098,17,3.034712296766937,False
87,47,Rural,Silver,6,4.54,Morning,Premium,162,743.3166378180009,1.851063829787234,40,4.588374307518524,False
85,6,Suburban,Gold,92,4.11,Afternoon,Economy,73,274.17127731249116,14.166666666666666,79,3.75577092208892,True
98,54,Rural,Regular,34,4.57,Evening,Premium,113,462.4075929220183,1.8148148148148149,44,4.09210259223025,False
28,14,Rural,Regular,24,4.2,Afternoon,Economy,147,533.0802632142761,2.0,14,3.626396348396436,False
36,9,Suburban,Silver,22,3.51,Night,Premium,37,143.2178421949143,4.0,27,3.8707524917544407,True
20,8,Suburban,Silver,38,4.82,Night,Premium,155,574.9456425421428,2.5,12,3.7093267260783405,False
94,36,Rural,Regular,41,4.57,Morning,Economy,76,215.74176164066196,2.611111111111111,58,2.83870739000871,False
94,82,Suburban,Gold,48,4.92,Morning,Premium,20,129.7685299495176,1.146341463414634,12,6.4884264974758805,False
70,7,Urban,Regular,13,4.09,Afternoon,Economy,117,321.0007657787772,10.0,63,2.743596288707497,True
90,71,Suburban,Regular,37,3.51,Morning,Premium,32,172.59277503910292,1.267605633802817,19,5.393524219971966,False
42,10,Urban,Silver,56,4.01,Night,Premium,95,455.20978516158993,4.2,32,4.791681949069368,True
44,18,Suburban,Gold,88,3.67,Night,Premium,50,199.83974409069756,2.4444444444444446,26,3.996794881813951,False
60,16,Suburban,Regular,28,3.91,Evening,Economy,105,281.0970650985199,3.75,44,2.6771149057001895,False
26,5,Rural,Silver,7,4.75,Afternoon,Premium,140,413.54800185803066,5.2,21,2.9539142989859335,True
79,13,Rural,Regular,6,4.63,Afternoon,Economy,38,134.09432585149492,6.076923076923077,66,3.52879804872355,True
26,8,Rural,Gold,65,3.58,Night,Premium,89,378.50396161301137,3.25,18,4.252853501269791,False
62,7,Urban,Silver,2,4.71,Morning,Premium,28,162.05358553352147,8.857142857142858,55,5.787628054768624,True
42,16,Rural,Gold,33,3.63,Morning,Economy,166,513.1161277813304,2.625,26,3.0910610107309062,False
57,16,Urban,Regular,0,3.95,Afternoon,Economy,97,308.6385554813678,3.5625,41,3.181840778158431,False
33,13,Rural,Gold,34,4.78,Morning,Economy,66,239.08854651007988,2.5384615384615383,20,3.6225537350012105,False
22,10,Rural,Regular,26,4.97,Morning,Economy,170,562.1650160715976,2.2,12,3.3068530357152803,False
67,44,Urban,Regular,27,4.69,Morning,Economy,129,467.0198948894929,1.5227272727272727,23,3.620309262709247,False
62,15,Suburban,Silver,15,4.28,Night,Economy,73,327.43334173812747,4.133333333333334,47,4.485388242988048,True
95,49,Rural,Regular,92,4.27,Night,Premium,99,332.0936161256213,1.9387755102040816,46,3.3544809709658714,False
61,36,Urban,Silver,72,4.64,Night,Premium,109,457.0853188522962,1.6944444444444444,25,4.193443292222901,False
48,12,Rural,Silver,25,4.26,Night,Economy,180,552.8162271192283,4.0,36,3.0712012617734907,True
93,59,Rural,Regular,30,4.11,Afternoon,Premium,89,281.0521288708149,1.576271186440678,34,3.1578890884361224,False
59,18,Urban,Gold,67,3.86,Morning,Economy,98,288.3451530321269,3.2777777777777777,41,2.9422974799196626,False
95,73,Urban,Regular,20,3.59,Evening,Premium,138,666.8242060496077,1.3013698630136987,22,4.8320594641275925,False
71,33,Suburban,Regular,4,4.88,Evening,Premium,109,436.0192372930386,2.1515151515151514,38,4.00017648892696,False
20,7,Suburban,Gold,71,3.83,Morning,Premium,51,248.22030676592635,2.857142857142857,13,4.867064838547575,False
23,7,Urban,Gold,96,3.97,Afternoon,Premium,165,493.2338839519256,3.2857142857142856,16,2.9892962663753067,False
80,69,Suburban,Silver,94,4.44,Night,Economy,74,291.5110820764234,1.1594202898550725,11,3.939338946978695,False
58,10,Urban,Gold,51,4.27,Night,Premium,138,459.0606514814432,5.8,48,3.326526460010458,True
71,25,Urban,Gold,72,4.46,Evening,Economy,169,603.9358824371426,2.84,46,3.5735851031783588,False
69,26,Rural,Gold,48,4.28,Evening,Premium,175,502.6040622268877,2.6538461538461537,43,2.8720232127250727,False
89,54,Suburban,Gold,48,4.38,Afternoon,Economy,24,74.78832688768996,1.6481481481481481,35,3.1161802869870816,False
84,62,Urban,Silver,52,4.61,Afternoon,Economy,29,126.23081147979764,1.3548387096774193,22,4.352786602751642,False
98,61,Urban,Silver,91,4.28,Night,Economy,95,319.94237960548924,1.6065573770491803,37,3.3678145221630444,False
95,25,Urban,Gold,26,3.62,Morning,Economy,81,207.61291922267668,3.8,70,2.563122459539218,True
79,29,Rural,Silver,29,4.22,Night,Economy,99,304.74417790488224,2.7241379310344827,50,3.078224019241235,False
82,10,Urban,Silver,97,4.43,Night,Economy,177,481.7658793191911,8.2,72,2.7218411260971247,True
87,5,Rural,Gold,6,3.76,Evening,Economy,28,83.3353748167845,17.4,82,2.976263386313732,True
83,35,Rural,Gold,3,4.32,Night,Premium,116,513.6451022177532,2.3714285714285714,48,4.427975019118562,False
